query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,author_reviews_count,author_ratings_count,review_text,review_img_urls,review_img_url,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChZDSUhNMG9nS0VJQ0FnSUNIcmV2WkR3EAE,CAESY0NBRVFBUnBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZFVUZKZlgxOWZSV2hDZGtSaFlVVlhPVkZsU0VSeVRIRXRXVUZCUVVGQlIyZHVPVEpRWTBOaWFrbzNha3RaV1VGRFNVRQ==,https://www.google.com/maps/contrib/116400364655175725338?hl=en,rubensdemelo,116400364655175725338,https://lh3.googleusercontent.com/a-/ALV-UjXKtasjjv1IEtdl-EQN_XSmygi2ejSxnnw5XlefsyeJdaT3_3FJ=s120-c-rp-mo-ba3-br100,26,4,Stunning sculpture in a lovely place! The park is perfect for walking or cycling. Has some cozy spots for a coffee and is super clean. More than worth to visit,https://lh5.googleusercontent.com/p/AF1QipPEx5P6X6WcLtRmCPdCN3-YPZ6teDJoBTUQipqt,https://lh5.googleusercontent.com/p/AF1QipPEx5P6X6WcLtRmCPdCN3-YPZ6teDJoBTUQipqt=w150-h150-k-no-p,,AF1QipPEx5P6X6WcLtRmCPdCN3-YPZ6teDJoBTUQipqt,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNIcmV2WkR3EAE!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICHrevZDw%7CCgsI55jytgYQgKvOeg%7C?hl=en,5,1725729895,09/07/2024 17:24:55,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChdDSUhNMG9nS0VJQ0FnSUNMMG91bmhBRRAB,CAESY0NBRVFBaHBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZGV21WZlgxOWZSV2hCZHpJNVVVbE1RVlZWYVRoYVExUkNkMEZCUVVGQlIyZHVPVEpRYjBOaU9XNUdWMVpqV1VGRFNVRQ==,https://www.google.com/maps/contrib/114028989216745303778?hl=en,Nilayan Nayak,114028989216745303778,https://lh3.googleusercontent.com/a-/ALV-UjVaWbWMs_VJjkTvfLIYSTIvbw96akB-LWSlXUrF9dn62tuemA8=s120-c-rp-mo-ba6-br100,280,250,"This is a unique garden.
The organ is the main attraction of the park.
Its just by the waterbody which makes it very cool and enjoyable. We spent half a day and it was so good and exciting for the kids.","https://lh5.googleusercontent.com/p/AF1QipPG_-wieN_B4PkqY9K511svyEwSzUleFclOGk4, https://lh5.googleusercontent.com/p/AF1QipNAsNvMSqVBUU5KDXSmo77gn5tKnZ0RLWNUnnQ, https://lh5.googleusercontent.com/p/AF1QipMXQXJ9qspzzPkzBdwtXupscJCxofwX01veK4g",https://lh5.googleusercontent.com/p/AF1QipPG_-wieN_B4PkqY9K511svyEwSzUleFclOGk4=w150-h150-k-no-p,,"AF1QipPG_-wieN_B4PkqY9K511svyEwSzUleFclOGk4, AF1QipNAsNvMSqVBUU5KDXSmo77gn5tKnZ0RLWNUnnQ, AF1QipMXQXJ9qspzzPkzBdwtXupscJCxofwX01veK4g",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNMMG91bmhBRRAB!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICL0ounhAE%7CCgwIyN_AswYQuLqOrAE%7C?hl=en,5,1718628296,06/17/2024 12:44:56,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChdDSUhNMG9nS0VJQ0FnSURIcG9ybzNRRRAB,CAESY0NBRVFBeHBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZKVFhWZlgxOWZSV2hDUjJaMlNtbHZlRlZEUm5oUmMzbDNhMEZCUVVGQlIyZHVPVEpSVFVOaVozRnZSMmhWV1VGRFNVRQ==,https://www.google.com/maps/contrib/118349249607256906914?hl=en,G. K,118349249607256906914,https://lh3.googleusercontent.com/a-/ALV-UjWNQLfub3lRku9HXW3nvQjDOIJDYND1lWn9VcaDcCISJhaHgZcoOQ=s120-c-rp-mo-ba6-br100,590,2,Such a beautiful monument with outstanding architectural design. Highly recommended,"https://lh5.googleusercontent.com/p/AF1QipN9w-koy4BUUSFcmrw7O5kMXUAJ_sKobM0ahcQG, https://lh5.googleusercontent.com/p/AF1QipPygV1nMnT2zhRjpHZs8Yo1Rl3o4lWO99WfFO1k, https://lh5.googleusercontent.com/p/AF1QipPdLOcwugMAbypWUEZ_a32DBEBRSrP5GfDtCI01, https://lh5.googleusercontent.com/p/AF1QipNz_uJ6M9DsmMKyOHB-ycAEwViAetqk_KoEzEEt, https://lh5.googleusercontent.com/p/AF1QipPuHJUWjw0vM5Cqsu_uTADznk2dXE6QDlHe1YZA, https://lh5.googleusercontent.com/p/AF1QipMEMhuORAmoBwGugQsM5Ude25V7z3ll8DQwboxe",https://lh5.googleusercontent.com/p/AF1QipN9w-koy4BUUSFcmrw7O5kMXUAJ_sKobM0ahcQG=w150-h150-k-no-p,,"AF1QipN9w-koy4BUUSFcmrw7O5kMXUAJ_sKobM0ahcQG, AF1QipPygV1nMnT2zhRjpHZs8Yo1Rl3o4lWO99WfFO1k, AF1QipPdLOcwugMAbypWUEZ_a32DBEBRSrP5GfDtCI01, AF1QipNz_uJ6M9DsmMKyOHB-ycAEwViAetqk_KoEzEEt, AF1QipPuHJUWjw0vM5Cqsu_uTADznk2dXE6QDlHe1YZA, AF1QipMEMhuORAmoBwGugQsM5Ude25V7z3ll8DQwboxe",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURIcG9ybzNRRRAB!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgIDHporo3QE%7CCgsI8PyatwYQqNXfMg%7C?hl=en,5,1726398064,09/15/2024 11:01:04,4,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChZDSUhNMG9nS0VJQ0FnSUNMbnF5b1R3EAE,CAESY0NBRVFCQnBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZLWVRCZlgxOWZSV2hFVUZkdmVXcGlRMWxhZG1kWFYzQlhXVUZCUVVGQlIyZHVPVEpSV1VOaU9DMTNZMWhGV1VGRFNVRQ==,https://www.google.com/maps/contrib/111426209575480711470?hl=en,Jakub Ignaczak,111426209575480711470,https://lh3.googleusercontent.com/a/ACg8ocLHOZLjfUf2xnDZAraeLjXhfQ-7RCE823dAMo5plxRflrFSjg=s120-c-rp-mo-ba4-br100,111,1,"Park was under maintanance but still it was worth visiting great wind pipes and the surrounding area. Nice view, close to the water. Historical space for citizens.","https://lh5.googleusercontent.com/p/AF1QipMo0m_3D-2HSCGyQqfh1Ggup8In97sgKl3uYFgr, https://lh5.googleusercontent.com/p/AF1QipOxmMf6XHK9ba5Mjz5h5sVrnrGhYZqGTc1sRS8p",https://lh5.googleusercontent.com/p/AF1QipMo0m_3D-2HSCGyQqfh1Ggup8In97sgKl3uYFgr=w150-h150-k-no-p,,"AF1QipMo0m_3D-2HSCGyQqfh1Ggup8In97sgKl3uYFgr, AF1QipOxmMf6XHK9ba5Mjz5h5sVrnrGhYZqGTc1sRS8p",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNMbnF5b1R3EAE!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICLnqyoTw%7CCgwI_ojLswYQ6KenoQI%7C?hl=en,5,1718797438,06/19/2024 11:43:58,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChZDSUhNMG9nS0VJQ0FnSUNiMU8tY1RREAE,CAESY0NBRVFCUnBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZMU0VWZlgxOWZSV2hCYVU5SVEzcGxZbVZTWDNwdE9FSnZRVUZCUVVGQlIyZHVPVEpSWjBOaWNFVjBRMDVuV1VGRFNVRQ==,https://www.google.com/maps/contrib/110906112825119470138?hl=en,Jayajith Menon,110906112825119470138,https://lh3.googleusercontent.com/a-/ALV-UjXUWyqOr7RFWIqU7YuTQflaFXbleoxxu0TC82gBRkF5Sg8cM2fJ=s120-c-rp-mo-ba5-br100,105,78,"Sibelius Park in Helsinki is a serene and picturesque destination that pays homage to Finland's most celebrated composer, Jean Sibelius. Located in the Töölö district, this tranquil park offers a blend of natural beauty and cultural significance, making it a must-visit for both locals and tourists.

The park's most iconic feature is the Sibelius Monument, an abstract sculpture designed by artist Eila Hiltunen. This striking piece, composed of over 600 hollow steel pipes, captures the essence of Sibelius’s music and has become a symbol of Finnish culture. Adjacent to the monument is a bust of the composer, providing a more traditional tribute.

Sibelius Park is beautifully landscaped, with well-maintained lawns, mature trees, and vibrant flowerbeds that create a peaceful environment. Visitors can enjoy leisurely strolls along the winding paths, take a seat on one of the many benches, or have a picnic while soaking in the natural surroundings. The proximity to the waterfront adds to the park’s charm, offering lovely views and a refreshing breeze.

Throughout the year, the park hosts various cultural events and concerts, adding a dynamic aspect to its serene ambiance. These events further enrich the visitor experience, making it a vibrant cultural hub.

One of the park's strengths is its accessibility. It is easily reached by public transportation, and its open, spacious layout makes it welcoming to people of all ages and abilities. Whether you’re a classical music aficionado, a nature lover, or simply looking for a quiet place to relax, Sibelius Park offers a harmonious blend of culture and nature that is sure to leave a lasting impression.","https://lh5.googleusercontent.com/p/AF1QipOqFRtXVcl31Jj1wut9W5hF_k-t_erj22hnCMG7, https://lh5.googleusercontent.com/p/AF1QipMBzZ6KRRs1A52gpcegieZ9zV5Vxz0OkZsYWDtg",https://lh5.googleusercontent.com/p/AF1QipOqFRtXVcl31Jj1wut9W5hF_k-t_erj22hnCMG7=w150-h150-k-no-p,,"AF1QipOqFRtXVcl31Jj1wut9W5hF_k-t_erj22hnCMG7, AF1QipMBzZ6KRRs1A52gpcegieZ9zV5Vxz0OkZsYWDtg",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNiMU8tY1RREAE!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICb1O-cTQ%7CCgwIlZ2RtgYQsJ_2iAE%7C?hl=en,5,1724141205,08/20/2024 08:06:45,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChZDSUhNMG9nS0VJQ0FnSUN6azRMdE13EAE,CAESY0NBRVFCaHBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZMU3pSZlgxOWZSV2hCZFd0bUxVSndhelp0WVRZNFQzQTBjMEZCUVVGQlIyZHVPVEpSWjBOalFuVmxNVWN3V1VGRFNVRQ==,https://www.google.com/maps/contrib/115051181425854922169?hl=en,Koel Ganguly,115051181425854922169,https://lh3.googleusercontent.com/a-/ALV-UjV-jN2TPVMrljCQaXdCRH5fEy5l8oIMEuVilmOX7Lj9zcaK6hyt=s120-c-rp-mo-ba7-br100,888,19,"Sibelius Park is a harmonious blend of nature and artistry nestled within Helsinki. At its heart stands the iconic Sibelius Monument, a stunning sculpture created by Eila Hiltunen in honor of the renowned Finnish composer, Jean Sibelius. The monument's abstract design, consisting of over 600 hollow steel pipes, creates a captivating interplay of light and shadow, evoking the essence of Sibelius's music.

Surrounded by verdant greenery and tranquil pathways, Sibelius Park provides an ideal setting for quiet reflection and appreciation of both nature and art in my opinion","https://lh5.googleusercontent.com/p/AF1QipMTc1cjcSSJ4QE2pb-HBeDrpqHtE1RK4JWaPe-f, https://lh5.googleusercontent.com/p/AF1QipNB4cVXKnQScDVTxyHrq9HRUZ_ziwU_MabV0qbu, https://lh5.googleusercontent.com/p/AF1QipPI1Hiw60-02yb33nBTpj3zFJxklU52J7FMksk-, https://lh5.googleusercontent.com/p/AF1QipN6sd6u1mZrpmjaPo3DvFt-Jacl7APTpbeKdZVa, https://lh5.googleusercontent.com/p/AF1QipNFNJutTnL2KGE3C7Tbsb-JMebFvO24JlJJCEPE, https://lh5.googleusercontent.com/p/AF1QipOvF76JAS8CR3YtvQItAFptKobfCSpt3r_RYwzH",https://lh5.googleusercontent.com/p/AF1QipMTc1cjcSSJ4QE2pb-HBeDrpqHtE1RK4JWaPe-f=w150-h150-k-no-p,,"AF1QipMTc1cjcSSJ4QE2pb-HBeDrpqHtE1RK4JWaPe-f, AF1QipNB4cVXKnQScDVTxyHrq9HRUZ_ziwU_MabV0qbu, AF1QipPI1Hiw60-02yb33nBTpj3zFJxklU52J7FMksk-, AF1QipN6sd6u1mZrpmjaPo3DvFt-Jacl7APTpbeKdZVa, AF1QipNFNJutTnL2KGE3C7Tbsb-JMebFvO24JlJJCEPE, AF1QipOvF76JAS8CR3YtvQItAFptKobfCSpt3r_RYwzH",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6azRMdE13EAE!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICzk4LtMw%7CCgwIxKj9sgYQkKDg7QE%7C?hl=en,4,1717523524,06/04/2024 17:52:04,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChZDSUhNMG9nS0VJQ0FnSUNuX1pmWFNREAE,CAESY0NBRVFCeHBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZNTkhKZlgxOWZSV2hCWTBJNVVFRjRlV05tWkRGMWVXaFVZMEZCUVVGQlIyZHVPVEpSZDBOaVkxRlBWVzl2V1VGRFNVRQ==,https://www.google.com/maps/contrib/113706549537884522244?hl=en,annie 5721,113706549537884522244,https://lh3.googleusercontent.com/a-/ALV-UjX-rdpGA1aMIfwA7g8sAdhYSBoraOjDgB_MK8kqy5QYaSAqxiAF=s120-c-rp-mo-ba3-br100,48,1,"Unique Garden with abstract monument Helsinki attraction that was named in honor of the great Finnish composer, Jean Sibelius on the occasion of his 80th birthday in 1945","https://lh5.googleusercontent.com/p/AF1QipMdXBwYIWhzYYJcgsIVfAHR0PzYUqKRB7f3fdYf, https://lh5.googleusercontent.com/p/AF1QipNqC8JMgrA2JETONfloObmrqQeeEnYIA-0dL1Bs, https://lh5.googleusercontent.com/p/AF1QipMOjrbZy6hbl-KXsKPpwkwo5Gp-GqtTcApKUt9N",https://lh5.googleusercontent.com/p/AF1QipMdXBwYIWhzYYJcgsIVfAHR0PzYUqKRB7f3fdYf=w150-h150-k-no-p,,"AF1QipMdXBwYIWhzYYJcgsIVfAHR0PzYUqKRB7f3fdYf, AF1QipNqC8JMgrA2JETONfloObmrqQeeEnYIA-0dL1Bs, AF1QipMOjrbZy6hbl-KXsKPpwkwo5Gp-GqtTcApKUt9N",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuX1pmWFNREAE!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICn_ZfXSQ%7CCgwI06LjtwYQ2NzMlwE%7C?hl=en,4,1727582547,09/29/2024 04:02:27,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChdDSUhNMG9nS0VJQ0FnSURKanB2cmhBRRAB,CAESY0NBRVFDQnBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZpT1V4ZlgxOWZSV2hDVmt0MWJEZExNV05yTFVsa2NVVkVNRUZCUVVGQlIyZHVPVEpVVFVOa2NETXhTekJWV1VGRFNVRQ==,https://www.google.com/maps/contrib/108515973091979261098?hl=en,Peter Lin,108515973091979261098,https://lh3.googleusercontent.com/a-/ALV-UjWdtkagq1-w9NkXqx6H5frSHCZzE4zhOxdPlq-kdI-O11w6gKQ=s120-c-rp-mo-ba7-br100,1136,2,"Sibelius Park. Found time between my long layover for some quick meals and a walk in this famous park with an abstract looking metallic structure which was in honour of a Finnish Composer, Jean Sibelius, entitled Passion Musicae. This park is perfect for a wind down walking before visiting the nearby Cafe Regatta.","https://lh5.googleusercontent.com/p/AF1QipO_abBzoD-RWFwxzxyaXMHPRDtR05VenOufHJwL, https://lh5.googleusercontent.com/p/AF1QipNX2sgU_72I9kUZdOgQeKfbx9vQXm8Ewgtig-4B, https://lh5.googleusercontent.com/p/AF1QipP9o9x9cfLR460CRE9yEbM-HqJIMMmtzx-4NcP7, https://lh5.googleusercontent.com/p/AF1QipMDMcImVJ03MNu4v83NlxGO5cu9DJRcc4udZOP2, https://lh5.googleusercontent.com/p/AF1QipOCjKvY2h7xhG9AkCGnIR7g7Umlgxu6dQP1rhgL, https://lh5.googleusercontent.com/p/AF1QipP751ptHXtBGuHdiSTHhg6kOI9xevGDHq3bn5m3",https://lh5.googleusercontent.com/p/AF1QipO_abBzoD-RWFwxzxyaXMHPRDtR05VenOufHJwL=w150-h150-k-no-p,,"AF1QipO_abBzoD-RWFwxzxyaXMHPRDtR05VenOufHJwL, AF1QipNX2sgU_72I9kUZdOgQeKfbx9vQXm8Ewgtig-4B, AF1QipP9o9x9cfLR460CRE9yEbM-HqJIMMmtzx-4NcP7, AF1QipMDMcImVJ03MNu4v83NlxGO5cu9DJRcc4udZOP2, AF1QipOCjKvY2h7xhG9AkCGnIR7g7Umlgxu6dQP1rhgL, AF1QipP751ptHXtBGuHdiSTHhg6kOI9xevGDHq3bn5m3",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKanB2cmhBRRAB!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgIDJjpvrhAE%7CCgwIsP7SpQYQ-M2LlgE%7C?hl=en,4,1689567024,07/17/2023 04:10:24,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChdDSUhNMG9nS0VJQ0FnSUNuX3RDM3N3RRAB,CAESY0NBRVFDUnBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZxUmxWZlgxOWZSV2hCYTNsdk0zZEpUbVZJVFdWRlRtRmtVVUZCUVVGQlIyZHVPVEpWVlVOaVpFZENZV3ByV1VGRFNVRQ==,https://www.google.com/maps/contrib/111243629274095730854?hl=en,Tom Holmström,111243629274095730854,https://lh3.googleusercontent.com/a-/ALV-UjVkRsgktyBVcn-14gT32H7eYKqXCxcUFjXEb4wgGnhO0fAEMcdgNA=s120-c-rp-mo-ba4-br100,124,8,Nice monument and nice place,https://lh5.googleusercontent.com/p/AF1QipNZrzmONsD8DrW18ehDNeQZtz--5DPy4cosQ5tb,https://lh5.googleusercontent.com/p/AF1QipNZrzmONsD8DrW18ehDNeQZtz--5DPy4cosQ5tb=w150-h150-k-no-p,,AF1QipNZrzmONsD8DrW18ehDNeQZtz--5DPy4cosQ5tb,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuX3RDM3N3RRAB!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICn_tC3swE%7CCgwI5L_VtwYQ4LfFgAM%7C?hl=en,5,1727356900,09/26/2024 13:21:40,0,-1021344314126904007,60,115,684,1776,3025
0x46920a249134c9ff:0xf1d374c1f319d539,Sibelius Park,0x46920a249134c9ff:0xf1d374c1f319d539,ChIJ_8k0kSQKkkYROdUZ88F00_E,"https://www.google.com/maps/place/Sibelius+Park/@60.1814642,24.9141118,14z/data=!4m8!1m2!2m1!1sSibelius+Park!3m4!1s0x46920a249134c9ff:0xf1d374c1f319d539!8m2!3d60.1814642!4d24.9141118",https://search.google.com/local/reviews?placeid=ChIJ_8k0kSQKkkYROdUZ88F00_E&q=*&authuser=0&hl=en&gl=US,5660,4.3,ChdDSUhNMG9nS0VJQ0FnSUNVa04zVDFnRRAB,CAESY0NBRVFDaHBFUTJwRlNVRlNTWEJEWjI5QlVEZGZURUZ1TURoZlgxOWZSV2hFTjAxRGMxTmtTa0ZhYlRKcGRFRk9aMEZCUVVGQlIyZHVPVEpXUVVOc1FUWXhWMk5SV1VGRFNVRQ==,https://www.google.com/maps/contrib/106227462447462290709?hl=en,Riley Kwok,106227462447462290709,https://lh3.googleusercontent.com/a-/ALV-UjX3e6UgU8HtSda_WpFhZGOcMWJel36RkB4afSpT5fkJcviInyPwBw=s120-c-rp-mo-ba7-br100,695,102,"Nice and quiet place in the city. Easily accessible by tram or 30mins walk from the city centre. Kayak and rowboats are available for rent. There's also a cafe near the shore. Very comfortable place for a walk/relax in Helsinki!
Would recommend anyone visiting Helsinki to have a relaxing Sunday afternoon here!","https://lh5.googleusercontent.com/p/AF1QipNuqLlZfYxekfdqltLMQFWiYfp9wIP3yaIUh_cg, https://lh5.googleusercontent.com/p/AF1QipMtoDQmLZA9rKNuyxpAiNRAjxkMb-votxWyfULo, https://lh5.googleusercontent.com/p/AF1QipPEHiqS6lnZwLxrW3ieBxqCaIg2GzxXNo_H6Raz, https://lh5.googleusercontent.com/p/AF1QipOMkKqiuDA16nzvD-JqA2rzR1gOy-M728wH-qe-, https://lh5.googleusercontent.com/p/AF1QipPLLDVFQxmQvdaGe_C2x_oB-ww8E2LG_LIobuFi, https://lh5.googleusercontent.com/p/AF1QipPgR8b-FDPG4qMRrwWFOasP_mFrvUv42YmHHQ-B, https://lh5.googleusercontent.com/p/AF1QipOMIAwCcpMVGEBCpu75I6vuPrKPUqb0CaSeC0mK",https://lh5.googleusercontent.com/p/AF1QipNuqLlZfYxekfdqltLMQFWiYfp9wIP3yaIUh_cg=w150-h150-k-no-p,,"AF1QipNuqLlZfYxekfdqltLMQFWiYfp9wIP3yaIUh_cg, AF1QipMtoDQmLZA9rKNuyxpAiNRAjxkMb-votxWyfULo, AF1QipPEHiqS6lnZwLxrW3ieBxqCaIg2GzxXNo_H6Raz, AF1QipOMkKqiuDA16nzvD-JqA2rzR1gOy-M728wH-qe-, AF1QipPLLDVFQxmQvdaGe_C2x_oB-ww8E2LG_LIobuFi, AF1QipPgR8b-FDPG4qMRrwWFOasP_mFrvUv42YmHHQ-B, AF1QipOMIAwCcpMVGEBCpu75I6vuPrKPUqb0CaSeC0mK",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVa04zVDFnRRAB!2m1!1s0x0:0xf1d374c1f319d539!3m1!1s2@1:CIHM0ogKEICAgICUkN3T1gE%7CCgwIsa2t6QUQoIaP2QI%7C?hl=en,4,1563121329,07/14/2019 16:22:09,0,-1021344314126904007,60,115,684,1776,3025
